amount,oldbalanceOrg,newbalanceOrig,is_transfer
39791.34,6042.0,0.0,0
8851.62,0.0,0.0,0
208616.92,21273.0,0.0,0
112104.6,101171.4,0.0,0
1223663.6,0.0,0.0,1
23491.09,422658.0,399166.91,0
209537.24,132.0,0.0,1
458721.21,11692.0,0.0,1
45746.52,0.0,0.0,0
264280.51,472.0,0.0,0
418947.12,12830.0,0.0,0
541842.0,243203.0,0.0,1
258581.16,0.0,0.0,1
22387.97,0.0,0.0,0
554420.26,0.0,0.0,1
18302635.12,1095.18,0.0,1
234195.01,70160.0,0.0,0
39441.27,0.0,0.0,0
290670.45,531585.07,240914.62,0
102001.48,187.0,0.0,0
1279533.03,208.0,0.0,1
229534.27,252528.32,22994.05,0
289686.81,0.0,0.0,0
795084.42,347147.97,0.0,1
422883.19,0.0,0.0,1
6756.48,0.0,0.0,0
222301.55,0.0,0.0,0
259816.73,0.0,0.0,0
417213.53,0.0,0.0,0
109291.46,0.0,0.0,0
446869.21,0.0,0.0,0
225056.29,0.0,0.0,0
4687762.03,0.0,0.0,1
178302.02,0.0,0.0,0
212440.3,0.0,0.0,0
295.31,4899.7,4604.39,0
130044.06,0.0,0.0,0
165601.7,0.0,0.0,0
173537.28,0.0,0.0,0
29197.35,317329.0,288131.65,0
111368.43,361161.0,249792.57,0
173897.74,10740.0,0.0,0
190931.01,0.0,0.0,0
259192.07,19.0,0.0,0
289455.77,0.0,0.0,0
186367.26,0.0,0.0,0
330803.3,16433.0,0.0,0
243820.98,0.0,0.0,0
175605.77,0.0,0.0,0
262968.79,0.0,0.0,0
185834.96,101551.0,0.0,0
38886.38,5538.0,0.0,0
47174.49,107206.0,60031.51,0
115060.25,226010.31,110950.07,0
547840.02,0.0,0.0,0
17430.78,0.0,0.0,1
322001.12,0.0,0.0,0
285405.65,0.0,0.0,0
232348.08,0.0,0.0,0
662256.5,0.0,0.0,1
350018.61,549004.0,198985.39,0
70361.6,463242.0,392880.4,0
57978.25,16170.0,0.0,0
20498.55,0.0,0.0,0
35523.47,0.0,0.0,0
192513.2,121233.0,0.0,0
3033669.79,257944.0,0.0,1
128201.62,424.0,0.0,0
162133.16,51837.0,0.0,0
685382.68,0.0,0.0,0
189394.08,0.0,0.0,0
24256.76,0.0,0.0,0
149392.11,0.0,0.0,0
180123.47,0.0,0.0,1
127052.86,0.0,0.0,0
123916.54,132.0,0.0,0
209283.01,31452.0,0.0,0
423505.91,0.0,0.0,1
354767.39,589303.0,234535.61,0
363097.75,0.0,0.0,0
36992.95,0.0,0.0,0
157358.7,0.0,0.0,0
524206.19,0.0,0.0,1
61910.35,0.0,0.0,0
234076.51,92938.0,0.0,1
75843.52,147731.0,71887.48,0
167623.11,0.0,0.0,0
2800760.82,0.0,0.0,1
67478.4,0.0,0.0,0
59112.29,0.0,0.0,0
202219.71,0.0,0.0,0
931315.79,3048.0,0.0,1
277317.3,0.0,0.0,0
4794.9,39800.0,35005.1,0
14944.08,0.0,0.0,0
122011.08,0.0,0.0,1
48252.76,0.0,0.0,1
421270.54,643.0,0.0,0
264803.75,0.0,0.0,0
11167.87,0.0,0.0,0
70836.86,0.0,0.0,0
325702.33,21338.0,0.0,0
15072.55,0.0,0.0,0
583005.81,22681.0,0.0,1
14582.25,0.0,0.0,1
242350.15,0.0,0.0,0
135238.31,29926.0,0.0,0
14528.14,0.0,0.0,0
214913.16,0.0,0.0,0
19031.01,193856.0,174824.99,0
2425.79,26581.0,24155.21,0
53883.59,0.0,0.0,0
98733.92,163.0,0.0,0
325382.17,12053.0,0.0,0
90804.12,166892.0,76087.88,0
243568.62,0.0,0.0,0
368752.29,131206.0,0.0,0
62343.13,0.0,0.0,0
140562.47,0.0,0.0,0
208812.42,0.0,0.0,0
1037385.26,0.0,0.0,1
311551.31,495.0,0.0,0
169096.67,19896.0,0.0,0
103437.74,0.0,0.0,0
121722.89,19813.0,0.0,0
139818.34,12930.0,0.0,0
36358.45,104458.0,68099.55,0
364896.95,256240.0,0.0,0
531967.01,12311.0,0.0,1
107753.48,29838.0,0.0,0
260874.28,0.0,0.0,1
147586.26,24793.0,0.0,0
83950.34,20573.0,0.0,0
146590.31,0.0,0.0,1
659011.26,569930.17,0.0,1
156574.5,30930.0,0.0,0
141025.59,0.0,0.0,0
122358.13,0.0,0.0,0
190518.05,0.0,0.0,0
122142.2,0.0,0.0,0
227445.13,0.0,0.0,1
104023.43,0.0,0.0,0
480845.53,0.0,0.0,0
72948.3,106448.0,33499.7,0
677122.16,25367.42,0.0,0
276511.82,7924.0,0.0,0
17872.57,501269.0,483396.43,0
83321.19,87.0,0.0,0
196649.02,0.0,0.0,0
39818.35,0.0,0.0,0
1045876.8,0.0,0.0,1
164123.28,68924.0,0.0,0
173561.23,296.0,0.0,0
10870.92,15475.0,4604.08,0
96475.48,103.0,0.0,0
432634.66,40504.0,0.0,0
131786.66,0.0,0.0,0
236284.41,0.0,0.0,0
153038.12,0.0,0.0,0
79565.46,0.0,0.0,0
176686.52,0.0,0.0,0
268723.69,0.0,0.0,0
1260534.78,0.0,0.0,1
7032.56,0.0,0.0,0
205888.98,0.0,0.0,0
35259.09,0.0,0.0,1
263401.84,20092.0,0.0,0
254256.4,2652.0,0.0,1
111329.1,120594.0,9264.9,0
275104.24,11532.0,0.0,0
320397.13,450771.0,130373.87,0
61010.23,0.0,0.0,0
84684.87,0.0,0.0,0
78751.72,58231.0,0.0,0
629069.25,17692.0,0.0,1
166075.0,0.0,0.0,1
44709.54,28449.0,0.0,1
24381.02,0.0,0.0,0
367704.45,0.0,0.0,1
150610.14,0.0,0.0,0
92168.17,0.0,0.0,0
411533.17,42206.0,0.0,1
132491.44,0.0,0.0,0
243593.86,5017.0,0.0,0
51778.11,156.0,0.0,0
415437.82,327152.0,0.0,0
11488.84,11516.0,27.16,0
29995.49,0.0,0.0,0
149117.07,20041.0,0.0,0
190938.43,19831.0,0.0,0
67246.34,430.0,0.0,0
500807.19,79719.0,0.0,0
56949.62,20081.47,0.0,0
92508.33,0.0,0.0,0
39862.17,0.0,0.0,0
47185.18,0.0,0.0,0
50740.45,1038.0,0.0,0
22149.98,0.0,0.0,0
299086.16,0.0,0.0,0
168069.23,0.0,0.0,1
2938.04,0.0,0.0,0
71584.52,3297.0,0.0,0
182348.95,70502.0,0.0,0
121321.38,0.0,0.0,0
68514.74,21160.0,0.0,0
478551.23,0.0,0.0,1
187833.41,154901.0,0.0,0
217213.25,31966.14,0.0,0
13719.86,26028.0,12308.14,0
83193.53,0.0,0.0,0
131450.5,1094.0,0.0,0
564762.38,0.0,0.0,1
6190.84,10489.0,4298.16,0
144484.06,31922.0,0.0,0
813663.39,10700.0,0.0,1
207583.12,50986.88,0.0,0
81247.53,434.0,0.0,0
2488.07,134429.64,131941.57,0
1665451.92,0.0,0.0,1
215228.87,0.0,0.0,0
212188.22,3539.0,0.0,0
22514.01,19.0,0.0,0
384218.3,65906.0,0.0,0
96384.97,0.0,0.0,0
126320.41,0.0,0.0,0
393900.41,0.0,0.0,0
42068.07,0.0,0.0,0
63627.95,0.0,0.0,0
93531.73,0.0,0.0,0
277586.14,0.0,0.0,0
322142.42,26401.0,0.0,0
272562.54,105645.0,0.0,0
63509.71,16544.53,0.0,0
160067.15,0.0,0.0,0
880795.5,0.0,0.0,1
134445.19,0.0,0.0,0
258669.01,35524.0,0.0,0
80912.1,0.0,0.0,0
58504.19,0.0,0.0,0
6639.54,0.0,0.0,0
419000.52,97906.0,0.0,1
142615.84,299998.99,157383.14,0
94173.35,20736.0,0.0,0
140789.92,0.0,0.0,0
85477.57,62550.0,0.0,0
14546.59,15519.0,972.41,0
290727.5,31709.0,0.0,0
1326529.75,514762.8,0.0,1
23803.19,504970.0,481166.81,0
271571.19,0.0,0.0,0
176557.26,471.0,0.0,0
58186.76,1142.0,0.0,0
205839.01,0.0,0.0,0
582752.94,0.0,0.0,0
230837.95,0.0,0.0,0
150278.71,0.0,0.0,0
50005.97,40478.0,0.0,0
75431.7,211630.48,136198.78,0
26174.87,0.0,0.0,1
90812.26,20882.0,0.0,0
326030.31,84840.0,0.0,0
50084.7,0.0,0.0,0
118099.5,156097.0,37997.5,0
11659.09,0.0,0.0,0
204016.96,12112.0,0.0,0
585249.48,52256.29,0.0,1
1869401.19,0.0,0.0,1
351266.12,14512.0,0.0,0
71936.14,105673.0,33736.86,0
95319.13,0.0,0.0,0
177965.74,0.0,0.0,0
236894.4,1182.0,0.0,1
116600.61,279945.0,163344.39,0
83789.68,229433.0,145643.32,0
65203.87,20184.0,0.0,0
245414.84,352627.47,107212.62,0
271563.9,0.0,0.0,0
312404.2,15229.0,0.0,0
340469.97,0.0,0.0,0
275661.09,8239.0,0.0,0
903882.26,232.0,0.0,1
34003.42,155670.0,121666.58,0
126745.26,15920.0,0.0,0
207716.88,0.0,0.0,1
280627.65,0.0,0.0,0
22734.09,40208.0,17473.91,0
169036.49,598.0,0.0,0
28509.7,0.0,0.0,0
198099.13,53613.0,0.0,0
1054941.07,0.0,0.0,1
325325.12,24774.0,0.0,0
366882.75,0.0,0.0,0
94906.75,0.0,0.0,0
17829.4,0.0,0.0,0
161353.34,118.0,0.0,0
106601.37,0.0,0.0,1
30216.24,150358.0,120141.76,0
317238.69,125480.13,0.0,0
31977.92,0.0,0.0,0
226057.29,943.0,0.0,0
350941.86,1157.0,0.0,0
24538.17,0.0,0.0,0
1130257.02,0.0,0.0,1
127354.3,0.0,0.0,0
91923.31,9102.0,0.0,0
325703.68,6752.0,0.0,0
984453.13,0.0,0.0,1
128166.7,0.0,0.0,0
7225.48,0.0,0.0,0
159467.86,0.0,0.0,1
182129.22,0.0,0.0,0
169058.11,0.0,0.0,0
218826.16,0.0,0.0,0
1158212.27,0.0,0.0,1
242533.51,0.0,0.0,0
112971.15,7086.0,0.0,0
234923.9,5698.0,0.0,0
1274.0,0.0,0.0,0
330508.83,0.0,0.0,1
58057.96,53991.0,0.0,0
76117.51,0.0,0.0,0
217506.81,0.0,0.0,0
117186.0,0.0,0.0,1
116390.76,31794.0,0.0,0
48786.45,105099.0,56312.55,0
886895.42,39933.0,0.0,1
81371.87,0.0,0.0,0
343505.58,1112.0,0.0,0
236866.31,0.0,0.0,0
684261.85,0.0,0.0,1
27621.74,0.0,0.0,0
200265.57,39936.0,0.0,0
608533.44,0.0,0.0,0
149229.05,0.0,0.0,0
199927.71,0.0,0.0,0
46187.25,7280.0,0.0,0
293366.74,0.0,0.0,0
223640.36,0.0,0.0,0
305750.38,0.0,0.0,0
306247.54,288.0,0.0,0
202545.18,0.0,0.0,0
125628.05,147524.0,21895.95,0
87328.76,15486.0,0.0,0
93037.62,152.0,0.0,0
251375.21,0.0,0.0,0
522955.05,0.0,0.0,1
376690.46,23223.0,0.0,0
206765.62,0.0,0.0,0
299123.89,91310.68,0.0,0
136566.9,0.0,0.0,0
353114.47,0.0,0.0,0
300577.54,19037.0,0.0,0
108976.26,24560.0,0.0,1
638761.08,0.0,0.0,1
406282.82,0.0,0.0,0
362004.57,0.0,0.0,0
65737.57,49948.0,0.0,0
80758.43,0.0,0.0,0
373086.91,42102.0,0.0,0
33421.08,0.0,0.0,0
492786.39,19155.0,0.0,1
228934.9,0.0,0.0,0
14990.47,18.0,0.0,0
207913.36,41565.0,0.0,0
197216.58,91455.0,0.0,0
45760.47,0.0,0.0,0
91201.97,0.0,0.0,0
16859.92,983.0,0.0,0
72194.71,0.0,0.0,0
464515.32,0.0,0.0,0
233743.06,154.0,0.0,0
785112.56,0.0,0.0,0
6471.19,239033.0,232561.81,0
162660.13,0.0,0.0,0
69386.98,0.0,0.0,0
209249.51,0.0,0.0,0
197287.8,100680.0,0.0,0
220319.63,0.0,0.0,0
94302.25,20510.69,0.0,0
340933.61,0.0,0.0,0
21868.78,11021.0,0.0,0
409174.76,0.0,0.0,1
452264.25,104069.0,0.0,0
82768.53,7014.0,0.0,0
117470.44,10122.0,0.0,0
133057.11,133057.11,0.0,1
334346.95,285612.46,0.0,1
23092.94,0.0,0.0,0
27415.68,0.0,0.0,0
24323.08,0.0,0.0,0
2186645.93,0.0,0.0,1
910909.7,0.0,0.0,1
225568.51,443703.06,218134.55,0
119119.62,0.0,0.0,0
245294.67,0.0,0.0,1
37231.4,41132.0,3900.6,0
81097.35,1247.0,0.0,0
48785.27,0.0,0.0,0
43253.7,3326.0,0.0,0
166134.31,17574.0,0.0,0
348429.99,136430.0,0.0,1
387467.7,0.0,0.0,0
624294.1,27933.0,0.0,0
103055.18,70097.0,0.0,0
318590.4,59647.0,0.0,0
448109.57,0.0,0.0,0
188084.63,108490.0,0.0,0
74947.37,12152.0,0.0,0
17134955.76,0.0,0.0,1
225217.47,0.0,0.0,0
303013.69,0.0,0.0,0
356263.73,0.0,0.0,0
179374.75,0.0,0.0,0
45652.62,0.0,0.0,0
186614.56,0.0,0.0,0
407419.05,0.0,0.0,1
90096.76,247300.0,157203.24,0
279184.95,20139.0,0.0,0
319715.63,32713.0,0.0,0
250569.39,54005.47,0.0,1
229588.3,0.0,0.0,0
117841.63,43712.95,0.0,0
14533.84,0.0,0.0,0
359342.94,4067.0,0.0,0
36862.37,0.0,0.0,0
1235828.44,142905.03,0.0,1
267764.75,9563.0,0.0,0
38853.65,0.0,0.0,0
1218001.68,52093.0,0.0,1
373010.24,0.0,0.0,0
39016.18,21204.0,0.0,0
404823.41,0.0,0.0,0
322777.54,74.0,0.0,0
142824.67,100018.0,0.0,0
96994.26,30195.0,0.0,0
193142.41,45059.0,0.0,0
108990.91,0.0,0.0,0
242547.87,0.0,0.0,0
73622.95,20421.0,0.0,0
342364.35,31019.0,0.0,0
25382.41,0.0,0.0,0
307452.42,620.0,0.0,0
48676.96,0.0,0.0,0
175642.89,0.0,0.0,0
162555.21,72297.93,0.0,0
53352.91,31846.0,0.0,0
138682.9,211052.0,72369.1,0
25665.39,0.0,0.0,0
217870.94,0.0,0.0,0
84766.32,0.0,0.0,0
194402.27,0.0,0.0,0
418678.88,0.0,0.0,0
215604.65,0.0,0.0,0
356925.85,51897.0,0.0,0
475379.46,0.0,0.0,0
187490.23,0.0,0.0,0
2700284.62,520.0,0.0,1
44251.45,565702.0,521450.55,0
37831.15,510.0,0.0,0
110620.09,145.0,0.0,0
70361.22,0.0,0.0,0
200760.82,15572.0,0.0,0
187971.23,79896.0,0.0,0
107751.57,159395.0,51643.43,0
138627.75,265280.0,126652.25,0
1348059.65,0.0,0.0,1
229722.52,4532.56,0.0,0
95536.36,0.0,0.0,0
110258.9,72305.0,0.0,0
162342.55,0.0,0.0,0
350588.54,0.0,0.0,0
226670.27,0.0,0.0,0
559999.24,22350.0,0.0,0
49155.15,0.0,0.0,0
116076.39,20868.0,0.0,0
189225.02,38340.61,0.0,0
209196.91,112197.0,0.0,0
236598.42,0.0,0.0,1
143426.72,10081.0,0.0,0
24188.35,155900.53,131712.18,0
598838.81,30081.0,0.0,0
576504.16,0.0,0.0,1
119630.08,5563.0,0.0,0
130289.91,175736.0,45446.09,0
87575.47,0.0,0.0,0
89555.46,20513.0,0.0,0
216951.13,369105.76,152154.63,0
181731.24,0.0,0.0,0
401869.55,30751.0,0.0,0
567996.85,15.0,0.0,0
87070.28,25163.0,0.0,0
4035709.83,0.0,0.0,1
20711.82,120745.0,100033.18,0
94210.7,0.0,0.0,0
70859.93,29496.0,0.0,0
30925.35,0.0,0.0,0
58521.27,0.0,0.0,0
210801.45,0.0,0.0,0
43973.31,51823.0,7849.69,0
207637.48,11319.0,0.0,0
76178.21,976110.0,899931.79,0
111092.77,182416.29,71323.52,0
335543.17,302737.0,0.0,0
226775.55,0.0,0.0,0
284172.15,1121.0,0.0,0
252965.08,73341.0,0.0,0
26218.5,72.0,0.0,0
201820.07,5907.0,0.0,0
177092.1,0.0,0.0,1
100465.83,10107.0,0.0,0
652544.14,2526.0,0.0,1
34097.29,0.0,0.0,0
14142.91,0.0,0.0,0
57578.15,3218.0,0.0,1
358082.25,0.0,0.0,0
151783.29,9900.0,0.0,0
9452.37,0.0,0.0,0
49253.78,0.0,0.0,0
43621.68,0.0,0.0,0
263577.89,1.0,0.0,0
405912.67,0.0,0.0,1
116897.03,0.0,0.0,0
93586.89,0.0,0.0,0
79968.69,160226.0,80257.31,0
162755.48,20006.0,0.0,0
8789771.29,0.0,0.0,1
22296.93,0.0,0.0,0
293742.07,0.0,0.0,0
56977.26,2025.0,0.0,0
343975.18,0.0,0.0,0
165807.43,14302.0,0.0,0
798499.38,314532.35,0.0,1
37823.18,0.0,0.0,0
108994.45,0.0,0.0,0
256148.59,24750.0,0.0,0
34176.8,4919.0,0.0,0
12050.97,62631.0,50580.03,0
1504053.17,0.0,0.0,1
283661.66,113.0,0.0,0
908086.93,0.0,0.0,1
517386.06,67.0,0.0,0
2374.56,30823.0,28448.44,0
5471.73,6956.0,1484.27,0
174820.2,0.0,0.0,0
11502.24,0.0,0.0,0
102435.53,0.0,0.0,0
67029.98,0.0,0.0,0
188234.43,135.0,0.0,0
247095.65,21343.0,0.0,0
81840.79,42232.0,0.0,0
448003.29,11486.0,0.0,0
9126.51,0.0,0.0,0
7886.95,0.0,0.0,0
18676.7,0.0,0.0,0
1719502.03,3890.0,0.0,1
60510.57,235.0,0.0,0
82163.63,0.0,0.0,0
721060.35,9437.0,0.0,1
509739.38,19830.0,0.0,0
28465.13,321176.0,292710.87,0
1357994.32,52188.0,0.0,1
44414.85,138420.0,94005.15,0
183653.93,20599.0,0.0,0
148860.18,21521.0,0.0,0
171864.03,0.0,0.0,0
76848.24,156655.0,79806.76,0
55647.03,0.0,0.0,0
28022.25,3081.0,0.0,0
142654.61,101046.0,0.0,0
363434.47,0.0,0.0,0
281115.22,19927.0,0.0,1
119360.6,0.0,0.0,0
333341.74,604.0,0.0,0
294791.79,0.0,0.0,1
199072.6,0.0,0.0,0
897107.89,0.0,0.0,1
123356.75,215052.0,91695.25,0
384433.34,0.0,0.0,1
71001.09,0.0,0.0,0
152767.49,0.0,0.0,0
23005.63,24305.0,1299.37,1
440398.97,0.0,0.0,1
182311.56,69716.0,0.0,0
119413.27,0.0,0.0,0
144402.19,0.0,0.0,0
137528.75,0.0,0.0,0
438412.46,0.0,0.0,0
49630.32,0.0,0.0,0
42122.9,0.0,0.0,0
144940.24,30852.0,0.0,0
163468.99,0.0,0.0,0
191951.38,12299.0,0.0,0
55247.8,0.0,0.0,0
124571.15,4316.26,0.0,1
248207.7,80.0,0.0,0
137897.74,52486.0,0.0,0
249815.47,0.0,0.0,0
203063.87,45793.0,0.0,0
108892.58,0.0,0.0,1
241635.63,75463.0,0.0,0
71946.72,12962.0,0.0,0
356660.37,0.0,0.0,0
177378.35,19820.0,0.0,0
594200.68,11572.0,0.0,1
58723.33,275423.44,216700.11,0
77367.38,32914.0,0.0,0
209774.75,0.0,0.0,0
487622.91,162911.21,0.0,0
103410.06,89482.0,0.0,0
617453.88,814.0,0.0,0
223170.55,49790.0,0.0,0
1578524.91,0.0,0.0,1
591440.31,10297.0,0.0,0
80318.81,49628.0,0.0,0
490307.13,3272.0,0.0,0
52329.52,11034.0,0.0,0
155025.65,44522.0,0.0,1
240623.17,0.0,0.0,0
137289.1,0.0,0.0,0
171400.31,676.0,0.0,0
172217.42,100120.0,0.0,0
84530.67,103068.0,18537.33,0
445542.97,0.0,0.0,0
152088.97,1112.0,0.0,0
188894.53,0.0,0.0,0
179109.44,0.0,0.0,0
236704.64,19121.0,0.0,0
1102.39,41988.0,40885.61,0
328426.64,10350.0,0.0,0
261857.85,0.0,0.0,0
383027.45,0.0,0.0,0
21338.77,0.0,0.0,0
150457.62,0.0,0.0,0
355517.71,0.0,0.0,0
11931.59,0.0,0.0,0
84318.9,0.0,0.0,0
11329.72,0.0,0.0,0
82269.31,0.0,0.0,0
429328.28,0.0,0.0,1
378332.61,0.0,0.0,0
74974.9,0.0,0.0,0
11288.25,0.0,0.0,0
13913.17,11201.0,0.0,0
463830.72,0.0,0.0,1
127678.6,0.0,0.0,0
330269.94,51095.38,0.0,0
113873.21,0.0,0.0,0
130532.58,0.0,0.0,0
354664.14,20743.0,0.0,0
41010.95,33488.0,0.0,0
339654.81,0.0,0.0,0
273383.93,114.0,0.0,0
216309.0,0.0,0.0,0
22414.63,193.0,0.0,0
389039.28,0.0,0.0,1
556933.92,31856.0,0.0,1
51407.9,0.0,0.0,0
32624.03,304693.0,272068.97,1
123830.67,21983.0,0.0,0
662604.51,0.0,0.0,1
285023.5,0.0,0.0,0
146452.73,0.0,0.0,0
108662.16,166767.69,58105.53,0
523478.36,62838.0,0.0,0
282027.65,28840.0,0.0,0
235954.28,0.0,0.0,0
254818.39,0.0,0.0,0
102512.01,0.0,0.0,0
236225.39,39698.0,0.0,0
140242.17,0.0,0.0,0
312047.49,0.0,0.0,0
24133.88,0.0,0.0,0
420916.18,9342.0,0.0,0
147299.81,20625.0,0.0,0
168059.0,61817.0,0.0,0
214615.84,50244.0,0.0,0
180608.47,0.0,0.0,0
1629375.11,38756.0,0.0,1
56540.18,3537.74,0.0,0
167200.64,0.0,0.0,0
12960.66,301007.0,288046.34,0
234667.11,0.0,0.0,0
229485.9,0.0,0.0,0
135100.34,0.0,0.0,0
81871.45,169521.66,87650.21,0
26891.58,0.0,0.0,0
100010.63,0.0,0.0,0
76074.69,0.0,0.0,0
465894.82,10346.0,0.0,0
293194.8,10965.0,0.0,0
201916.65,0.0,0.0,0
148169.49,39653.0,0.0,0
67212.2,15670.0,0.0,0
31492.15,14236.93,0.0,0
406212.38,0.0,0.0,0
61340.89,0.0,0.0,0
342087.39,43534.0,0.0,0
40182.27,0.0,0.0,0
27620.4,8974.0,0.0,0
58680.49,20287.0,0.0,0
324799.17,0.0,0.0,0
292547.57,0.0,0.0,0
81803.57,176619.0,94815.43,0
266844.3,15112.0,0.0,0
195849.41,18177.0,0.0,0
1686874.72,0.0,0.0,1
348794.08,0.0,0.0,1
130471.67,0.0,0.0,0
223541.96,84362.69,0.0,0
68782.91,11295.0,0.0,0
29972.18,0.0,0.0,0
196743.97,6297.0,0.0,0
16489.25,0.0,0.0,0
40913.22,0.0,0.0,0
76897.85,100490.0,23592.15,0
395064.8,0.0,0.0,0
290589.79,61576.0,0.0,0
252159.2,463190.01,211030.81,0
238774.18,0.0,0.0,0
197201.07,258.0,0.0,0
96477.27,20589.0,0.0,0
458500.88,35549.0,0.0,0
265631.72,0.0,0.0,0
9425.52,0.0,0.0,0
3231.72,154.0,0.0,0
64458.17,11026.0,0.0,0
28867.67,0.0,0.0,0
64130.91,0.0,0.0,0
608738.26,25632.0,0.0,1
110293.56,0.0,0.0,0
100391.53,0.0,0.0,0
48156.63,0.0,0.0,0
394924.61,0.0,0.0,0
499815.93,0.0,0.0,1
48348.62,0.0,0.0,0
40534.75,0.0,0.0,0
68336.08,0.0,0.0,0
144231.44,0.0,0.0,0
179778.25,0.0,0.0,1
71852.83,0.0,0.0,0
73460.47,0.0,0.0,0
160268.35,211402.0,51133.65,0
74956.09,50665.0,0.0,0
103625.76,0.0,0.0,0
258454.14,0.0,0.0,0
61242.78,49857.09,0.0,0
108810.25,0.0,0.0,0
3147.53,5537.0,2389.47,1
199130.99,19890.0,0.0,0
260886.83,0.0,0.0,0
1082550.66,0.0,0.0,1
183308.88,5059.0,0.0,0
131828.22,176.0,0.0,0
121898.53,0.0,0.0,0
291838.51,858.0,0.0,0
268346.73,96563.67,0.0,0
287267.87,0.0,0.0,1
89009.3,0.0,0.0,0
112750.63,80578.0,0.0,0
280440.97,0.0,0.0,0
80906.48,9020.0,0.0,0
82350.77,2866.84,0.0,0
172902.85,31351.0,0.0,0
194643.72,0.0,0.0,0
321675.91,21564.0,0.0,0
4765.67,14457.0,9691.33,0
111902.01,10766.0,0.0,0
24903.61,36788.0,11884.39,0
18511.99,42049.0,23537.01,0
97683.0,0.0,0.0,0
494511.78,0.0,0.0,0
136432.25,0.0,0.0,0
482130.81,1235.0,0.0,1
1117583.18,0.0,0.0,1
408344.8,0.0,0.0,0
330141.62,0.0,0.0,0
34110.94,39714.0,5603.06,0
284797.48,0.0,0.0,0
96752.15,0.0,0.0,0
6917.04,0.0,0.0,0
249288.79,0.0,0.0,0
3477.73,923123.52,919645.78,0
425049.01,0.0,0.0,0
47906.6,24396.41,0.0,0
53149.36,0.0,0.0,0
133050.67,487245.0,354194.33,0
1751780.23,0.0,0.0,1
570166.43,21444.0,0.0,0
82685.57,0.0,0.0,0
16124.0,8796.0,0.0,1
104133.75,0.0,0.0,0
284232.61,625675.5,341442.9,0
558273.26,0.0,0.0,1
196133.95,0.0,0.0,0
117918.52,2770.0,0.0,0
42364.79,0.0,0.0,0
275628.09,515.0,0.0,0
162484.86,0.0,0.0,0
724382.75,3121.0,0.0,1
216052.86,53514.72,0.0,0
115394.75,33573.57,0.0,0
420163.2,127392.0,0.0,0
169999.96,9389.0,0.0,0
163334.44,120753.0,0.0,0
173722.26,9714.9,0.0,0
76566.7,31108.0,0.0,0
627329.68,824256.0,196926.32,1
309644.67,0.0,0.0,0
106807.24,111167.79,4360.55,0
8038.54,52713.0,44674.46,0
58722.2,0.0,0.0,0
209554.79,552244.0,342689.21,1
335052.77,0.0,0.0,0
9568.6,0.0,0.0,0
75764.36,30074.0,0.0,0
159215.5,97944.42,0.0,1
69372.08,43875.52,0.0,0
62443.79,0.0,0.0,0
146993.33,0.0,0.0,0
